.	O

Yo	O
voy	ORDER_ADD
a	ORDER_ADD
pedir	ORDER_ADD
una	O
gaseosa	O
de	O
pomelo	O
.	O

Deme	ORDER
una	O
empanada	O
.	O

Hoy	O
tengo	ORDER
ganas	ORDER
de	ORDER
comer	ORDER
hamburguesas	O
.	O

Yo	O
hoy	ORDER
voy	ORDER
a	ORDER
ordenar	ORDER
una	O
pizza	O
de	ORDER_ADD
jamón	O
y	ORDER_ADD
queso	O
.	O

Me	O
levanté	O
con	ORDER
ganas	ORDER
de	ORDER
una	O
hamburguesa	O
.	O

Voy	ORDER
a	ORDER
pedir	ORDER
te	ORDER
dos	O
pizzas	O
con	ORDER_ADD
papas	O
,	O
una	ORDER_ADD
gaseosa	O
.	O

Quiero	ORDER
20	O
pizzas	O
de	ORDER_ADD
muzzarella	O
con	ORDER_ADD
papas	O
y	ORDER_ADD
gaseosa	O
.	O

Quiero	ORDER
una	O
pizza	O
de	ORDER_ADD
muzzarella	O
y	ORDER_ADD
tomate	O
.	O
