queso	O
.	O

Quiero	O
pedir	O
tres	O
hamburguesas	O
.	O

Voy	O
a	O
ordenar	O
una	O
coca	O
cola	O
light	O
.	O

Yo	O
voy	O
a	O
pedir	O
una	O
gaseosa	O
de	O
pomelo	O
.	O


Deme	O
una	O
empanada	O
.	O

Hoy	O
tengo	O
ganas	O
de	O
comer	O
hamburguesas	O
.	O

Yo	O
hoy	O
voy	O
a	O
ordenar	O
una	O
pizza	O
de	O
jamón	O
y	O
queso	O
.	O

Me	O
levanté	O
con	O
ganas	O
de	O
una	O
hamburguesa	O
.	O

Voy	O
a	O
pedir	O
te	O
dos	O
pizzas	O
con	O
papas	O
,	O
una	O
gaseosa	O
.	O

Quiero	O
20	O
pizzas	O
de	O
muzzarella	O
con	O
papas	O
y	O
gaseosa	O
.	O

Quiero	O
una	O
pizza	O
de	O
muzzarella	O
y	O
tomate	O
.	O
